domain,dimension,type,group,indicator,date,populationTotal,GNIperCap,value
ecological,nutrient pollution,national aggregate,Top-20,P_footprint,2014,970642389.0,49093.73608424506,
ecological,nutrient pollution,national aggregate,Top-20,P_footprint,2015,975722368.0,49902.32373559204,
ecological,nutrient pollution,national aggregate,Top-20,P_footprint,2016,980787539.0,50528.75335375405,
ecological,nutrient pollution,national aggregate,Top-20,P_footprint,2017,985730708.0,51581.71583482991,4.16830408734886
ecological,nutrient pollution,national aggregate,Top-20,P_footprint,2018,990313036.0,52505.0164168369,
ecological,nutrient pollution,national aggregate,Top-20,P_footprint,2019,994672581.0,53206.96401762948,
ecological,nutrient pollution,national aggregate,Top-20,P_footprint,2020,997710552.0,50504.19156789593,
ecological,nutrient pollution,national aggregate,Top-20,P_footprint,2021,999483970.0,53240.46630285082,
ecological,nutrient pollution,national aggregate,Top-20,P_footprint,2022,1001405134.0,54430.57408254537,
ecological,freshwater disruption,global doughnut,World,blueDev,2000,,,0.178260506
ecological,freshwater disruption,global doughnut,World,blueDev,2001,,,0.186394076
ecological,freshwater disruption,global doughnut,World,blueDev,2002,,,0.190024222
ecological,freshwater disruption,global doughnut,World,blueDev,2003,,,0.17694945
ecological,freshwater disruption,global doughnut,World,blueDev,2004,,,0.169619058
ecological,freshwater disruption,global doughnut,World,blueDev,2005,,,0.185958863
ecological,freshwater disruption,global doughnut,World,blueDev,2006,,,
ecological,freshwater disruption,global doughnut,World,blueDev,2007,,,
ecological,freshwater disruption,global doughnut,World,blueDev,2008,,,
ecological,freshwater disruption,global doughnut,World,blueDev,2009,,,
ecological,freshwater disruption,global doughnut,World,blueDev,2010,,,
ecological,freshwater disruption,global doughnut,World,blueDev,2011,,,
ecological,freshwater disruption,global doughnut,World,blueDev,2012,,,
ecological,freshwater disruption,global doughnut,World,blueDev,2013,,,
ecological,freshwater disruption,global doughnut,World,blueDev,2014,,,
ecological,freshwater disruption,global doughnut,World,blueDev,2015,,,
ecological,freshwater disruption,global doughnut,World,blueDev,2016,,,
ecological,freshwater disruption,global doughnut,World,blueDev,2017,,,
ecological,freshwater disruption,global doughnut,World,blueDev,2018,,,
ecological,freshwater disruption,global doughnut,World,blueDev,2019,,,
ecological,freshwater disruption,global doughnut,World,blueDev,2020,,,
ecological,freshwater disruption,global doughnut,World,blueDev,2021,,,
ecological,freshwater disruption,global doughnut,World,blueDev,2022,,,
ecological,freshwater disruption,global doughnut,World,soilDev,2000,,,15.4341226
ecological,freshwater disruption,global doughnut,World,soilDev,2001,,,16.3706921
ecological,freshwater disruption,global doughnut,World,soilDev,2002,,,15.8370206
ecological,freshwater disruption,global doughnut,World,soilDev,2003,,,16.0208689
ecological,freshwater disruption,global doughnut,World,soilDev,2004,,,16.0148805
ecological,freshwater disruption,global doughnut,World,soilDev,2005,,,17.3549622
ecological,freshwater disruption,global doughnut,World,soilDev,2006,,,16.830362
ecological,freshwater disruption,global doughnut,World,soilDev,2007,,,17.01594111
ecological,freshwater disruption,global doughnut,World,soilDev,2008,,,18.44078872
ecological,freshwater disruption,global doughnut,World,soilDev,2009,,,18.95743115
ecological,freshwater disruption,global doughnut,World,soilDev,2010,,,18.67666496
ecological,freshwater disruption,global doughnut,World,soilDev,2011,,,18.21123787
ecological,freshwater disruption,global doughnut,World,soilDev,2012,,,17.81222749
ecological,freshwater disruption,global doughnut,World,soilDev,2013,,,19.73872021
ecological,freshwater disruption,global doughnut,World,soilDev,2014,,,19.25329669
ecological,freshwater disruption,global doughnut,World,soilDev,2015,,,
ecological,freshwater disruption,global doughnut,World,soilDev,2016,,,
ecological,freshwater disruption,global doughnut,World,soilDev,2017,,,
ecological,freshwater disruption,global doughnut,World,soilDev,2018,,,
ecological,freshwater disruption,global doughnut,World,soilDev,2019,,,
ecological,freshwater disruption,global doughnut,World,soilDev,2020,,,
ecological,freshwater disruption,global doughnut,World,soilDev,2021,,,
ecological,freshwater disruption,global doughnut,World,soilDev,2022,,,
ecological,freshwater disruption,national aggregate,World,blueH2O_footprint,2000,6022392584.0,10811.19188461706,
ecological,freshwater disruption,national aggregate,World,blueH2O_footprint,2001,6102449162.0,10941.01552034705,
ecological,freshwater disruption,national aggregate,World,blueH2O_footprint,2002,6182357789.0,11080.54967625144,
ecological,freshwater disruption,national aggregate,World,blueH2O_footprint,2003,6262095302.0,11329.91810986508,
ecological,freshwater disruption,national aggregate,World,blueH2O_footprint,2004,6342183333.0,11754.14061196926,
ecological,freshwater disruption,national aggregate,World,blueH2O_footprint,2005,6422533547.0,12128.425776384209,
ecological,freshwater disruption,national aggregate,World,blueH2O_footprint,2006,6503250735.0,12605.283209224684,
ecological,freshwater disruption,national aggregate,World,blueH2O_footprint,2007,6585123176.0,13100.663689299492,
ecological,freshwater disruption,national aggregate,World,blueH2O_footprint,2008,6676911713.0,13262.657049384105,
ecological,freshwater disruption,national aggregate,World,blueH2O_footprint,2009,6761394784.0,13024.213735132083,
ecological,freshwater disruption,national aggregate,World,blueH2O_footprint,2010,6846578658.0,13505.328973548678,
ecological,freshwater disruption,national aggregate,World,blueH2O_footprint,2011,6932482993.0,13884.056143385247,
ecological,freshwater disruption,national aggregate,World,blueH2O_footprint,2012,7019410348.0,14136.919085775233,
ecological,freshwater disruption,national aggregate,World,blueH2O_footprint,2013,7106227170.0,14397.823223021156,
ecological,freshwater disruption,national aggregate,World,blueH2O_footprint,2014,7192767875.0,14725.823876377588,
ecological,freshwater disruption,national aggregate,World,blueH2O_footprint,2015,7278466615.0,15023.8557729071,
ecological,freshwater disruption,national aggregate,World,blueH2O_footprint,2016,7363461574.0,15309.149487821616,
ecological,freshwater disruption,national aggregate,World,blueH2O_footprint,2017,7448056322.0,15730.45692085964,196.2136324788955
ecological,freshwater disruption,national aggregate,World,blueH2O_footprint,2018,7530230552.0,16104.24657715806,
ecological,freshwater disruption,national aggregate,World,blueH2O_footprint,2019,7609776788.0,16396.30415131602,
ecological,freshwater disruption,national aggregate,World,blueH2O_footprint,2020,7685261481.0,15722.6243392955,
ecological,freshwater disruption,national aggregate,World,blueH2O_footprint,2021,7753399602.0,16531.046091322263,
ecological,freshwater disruption,national aggregate,World,blueH2O_footprint,2022,7818196139.0,16933.95738092833,
ecological,freshwater disruption,national aggregate,Bottom-40,blueH2O_footprint,2000,2376251180.0,2579.4843396945944,
ecological,freshwater disruption,national aggregate,Bottom-40,blueH2O_footprint,2001,2426787989.0,2652.5588679937755,
ecological,freshwater disruption,national aggregate,Bottom-40,blueH2O_footprint,2002,2478235048.0,2722.550528921249,
ecological,freshwater disruption,national aggregate,Bottom-40,blueH2O_footprint,2003,2529741078.0,2836.395690472428,
ecological,freshwater disruption,national aggregate,Bottom-40,blueH2O_footprint,2004,2580984201.0,2981.3451289937984,
ecological,freshwater disruption,national aggregate,Bottom-40,blueH2O_footprint,2005,2632156395.0,3126.9936710480224,
ecological,freshwater disruption,national aggregate,Bottom-40,blueH2O_footprint,2006,2683431644.0,3297.5807525828877,
ecological,freshwater disruption,national aggregate,Bottom-40,blueH2O_footprint,2007,2734871536.0,3466.408421660846,
ecological,freshwater disruption,national aggregate,Bottom-40,blueH2O_footprint,2008,2795001471.0,3534.35709920528,
ecological,freshwater disruption,national aggregate,Bottom-40,blueH2O_footprint,2009,2847446203.0,3675.288745010788,
ecological,freshwater disruption,national aggregate,Bottom-40,blueH2O_footprint,2010,2901274477.0,3844.870051171807,
ecological,freshwater disruption,national aggregate,Bottom-40,blueH2O_footprint,2011,2955832944.0,4009.6372800035233,
ecological,freshwater disruption,national aggregate,Bottom-40,blueH2O_footprint,2012,3010003314.0,4102.676086858366,
ecological,freshwater disruption,national aggregate,Bottom-40,blueH2O_footprint,2013,3063131123.0,4245.545393317514,
ecological,freshwater disruption,national aggregate,Bottom-40,blueH2O_footprint,2014,3115821462.0,4445.625619050939,
ecological,freshwater disruption,national aggregate,Bottom-40,blueH2O_footprint,2015,3168801188.0,4639.820472799655,
ecological,freshwater disruption,national aggregate,Bottom-40,blueH2O_footprint,2016,3223415240.0,4820.5434787645945,
ecological,freshwater disruption,national aggregate,Bottom-40,blueH2O_footprint,2017,3279187003.0,5022.645571175445,207.11904184293635
ecological,freshwater disruption,national aggregate,Bottom-40,blueH2O_footprint,2018,3335141885.0,5220.246520639839,
ecological,freshwater disruption,national aggregate,Bottom-40,blueH2O_footprint,2019,3391515669.0,5351.198468263703,
ecological,freshwater disruption,national aggregate,Bottom-40,blueH2O_footprint,2020,3448355313.0,5065.89772405755,
ecological,freshwater disruption,national aggregate,Bottom-40,blueH2O_footprint,2021,3503396785.0,5277.14433390681,
ecological,freshwater disruption,national aggregate,Bottom-40,blueH2O_footprint,2022,3557061423.0,5519.322704930674,
ecological,freshwater disruption,national aggregate,Middle-40,blueH2O_footprint,2000,2763213047.0,7654.13769028717,
ecological,freshwater disruption,national aggregate,Middle-40,blueH2O_footprint,2001,2787097352.0,7864.397438154485,
ecological,freshwater disruption,national aggregate,Middle-40,blueH2O_footprint,2002,2809777661.0,8129.234599744939,
ecological,freshwater disruption,national aggregate,Middle-40,blueH2O_footprint,2003,2831990088.0,8482.923214338003,
ecological,freshwater disruption,national aggregate,Middle-40,blueH2O_footprint,2004,2854580918.0,9026.771620453132,
ecological,freshwater disruption,national aggregate,Middle-40,blueH2O_footprint,2005,2877350070.0,9530.885164442148,
ecological,freshwater disruption,national aggregate,Middle-40,blueH2O_footprint,2006,2900011889.0,10226.591130506778,
ecological,freshwater disruption,national aggregate,Middle-40,blueH2O_footprint,2007,2922803830.0,11027.49896082735,
ecological,freshwater disruption,national aggregate,Middle-40,blueH2O_footprint,2008,2946612580.0,11563.736297340984,
ecological,freshwater disruption,national aggregate,Middle-40,blueH2O_footprint,2009,2971502710.0,11577.176573561052,
ecological,freshwater disruption,national aggregate,Middle-40,blueH2O_footprint,2010,2996720802.0,12250.283021241938,
ecological,freshwater disruption,national aggregate,Middle-40,blueH2O_footprint,2011,3022345410.0,12853.909105558352,
ecological,freshwater disruption,national aggregate,Middle-40,blueH2O_footprint,2012,3049383432.0,13375.86948255519,
ecological,freshwater disruption,national aggregate,Middle-40,blueH2O_footprint,2013,3077662819.0,13828.707635689078,
ecological,freshwater disruption,national aggregate,Middle-40,blueH2O_footprint,2014,3106304024.0,14298.405942931491,
ecological,freshwater disruption,national aggregate,Middle-40,blueH2O_footprint,2015,3133943059.0,14664.32213227094,
ecological,freshwater disruption,national aggregate,Middle-40,blueH2O_footprint,2016,3159258795.0,15076.874706966642,
ecological,freshwater disruption,national aggregate,Middle-40,blueH2O_footprint,2017,3183138611.0,15659.215592343417,163.0255630802871
ecological,freshwater disruption,national aggregate,Middle-40,blueH2O_footprint,2018,3204775631.0,16182.731813295552,
ecological,freshwater disruption,national aggregate,Middle-40,blueH2O_footprint,2019,3223588538.0,16658.463829057677,
ecological,freshwater disruption,national aggregate,Middle-40,blueH2O_footprint,2020,3239195616.0,16354.337717044236,
ecological,freshwater disruption,national aggregate,Middle-40,blueH2O_footprint,2021,3250518847.0,17372.882830322826,
ecological,freshwater disruption,national aggregate,Middle-40,blueH2O_footprint,2022,3259729582.0,17870.61550369402,
ecological,freshwater disruption,national aggregate,Top-20,blueH2O_footprint,2000,882928357.0,42845.74812313115,
ecological,freshwater disruption,national aggregate,Top-20,blueH2O_footprint,2001,888563821.0,43228.12926867091,
ecological,freshwater disruption,national aggregate,Top-20,blueH2O_footprint,2002,894345080.0,43512.80232598735,
ecological,freshwater disruption,national aggregate,Top-20,blueH2O_footprint,2003,900364136.0,44148.9439955994,
ecological,freshwater disruption,national aggregate,Top-20,blueH2O_footprint,2004,906618214.0,45316.16435010109,
ecological,freshwater disruption,national aggregate,Top-20,blueH2O_footprint,2005,913027082.0,46264.555313249664,
ecological,freshwater disruption,national aggregate,Top-20,blueH2O_footprint,2006,919807202.0,47259.08733723497,
ecological,freshwater disruption,national aggregate,Top-20,blueH2O_footprint,2007,927447810.0,48043.76664473402,
ecological,freshwater disruption,national aggregate,Top-20,blueH2O_footprint,2008,935297662.0,47686.64337970848,
ecological,freshwater disruption,national aggregate,Top-20,blueH2O_footprint,2009,942445871.0,45832.92643024211,
ecological,freshwater disruption,national aggregate,Top-20,blueH2O_footprint,2010,948583379.0,47017.053850969765,
ecological,freshwater disruption,national aggregate,Top-20,blueH2O_footprint,2011,954304639.0,47731.31144383859,
ecological,freshwater disruption,national aggregate,Top-20,blueH2O_footprint,2012,960023602.0,48015.08277201596,
ecological,freshwater disruption,national aggregate,Top-20,blueH2O_footprint,2013,965433228.0,48423.27741254011,
ecological,freshwater disruption,national aggregate,Top-20,blueH2O_footprint,2014,970642389.0,49093.73608424506,
ecological,freshwater disruption,national aggregate,Top-20,blueH2O_footprint,2015,975722368.0,49902.32373559204,
ecological,freshwater disruption,national aggregate,Top-20,blueH2O_footprint,2016,980787539.0,50528.75335375405,
ecological,freshwater disruption,national aggregate,Top-20,blueH2O_footprint,2017,985730708.0,51581.71583482991,267.10657302661014
ecological,freshwater disruption,national aggregate,Top-20,blueH2O_footprint,2018,990313036.0,52505.0164168369,
ecological,freshwater disruption,national aggregate,Top-20,blueH2O_footprint,2019,994672581.0,53206.96401762948,
ecological,freshwater disruption,national aggregate,Top-20,blueH2O_footprint,2020,997710552.0,50504.19156789593,
ecological,freshwater disruption,national aggregate,Top-20,blueH2O_footprint,2021,999483970.0,53240.46630285082,
ecological,freshwater disruption,national aggregate,Top-20,blueH2O_footprint,2022,1001405134.0,54430.57408254537,
ecological,land conversion,global doughnut,World,forestAreaMKM2,2000,,,39.20756255
ecological,land conversion,global doughnut,World,forestAreaMKM2,2001,,,39.15878214
ecological,land conversion,global doughnut,World,forestAreaMKM2,2002,,,39.11000165
ecological,land conversion,global doughnut,World,forestAreaMKM2,2003,,,39.06122115
ecological,land conversion,global doughnut,World,forestAreaMKM2,2004,,,39.01244066
ecological,land conversion,global doughnut,World,forestAreaMKM2,2005,,,38.96366025
ecological,land conversion,global doughnut,World,forestAreaMKM2,2006,,,38.91487976
ecological,land conversion,global doughnut,World,forestAreaMKM2,2007,,,38.86609926
ecological,land conversion,global doughnut,World,forestAreaMKM2,2008,,,38.81731886
ecological,land conversion,global doughnut,World,forestAreaMKM2,2009,,,38.76853836
ecological,land conversion,global doughnut,World,forestAreaMKM2,2010,,,38.71975787
ecological,land conversion,global doughnut,World,forestAreaMKM2,2011,,,38.67745512
ecological,land conversion,global doughnut,World,forestAreaMKM2,2012,,,38.63511853
ecological,land conversion,global doughnut,World,forestAreaMKM2,2013,,,38.59278184
ecological,land conversion,global doughnut,World,forestAreaMKM2,2014,,,38.55044524
ecological,land conversion,global doughnut,World,forestAreaMKM2,2015,,,38.50810865
ecological,land conversion,global doughnut,World,forestAreaMKM2,2016,,,38.46108144
ecological,land conversion,global doughnut,World,forestAreaMKM2,2017,,,38.41405432
ecological,land conversion,global doughnut,World,forestAreaMKM2,2018,,,38.36702721
ecological,land conversion,global doughnut,World,forestAreaMKM2,2019,,,38.32
ecological,land conversion,global doughnut,World,forestAreaMKM2,2020,,,38.27297289
ecological,land conversion,global doughnut,World,forestAreaMKM2,2021,,,
ecological,land conversion,global doughnut,World,forestAreaMKM2,2022,,,
ecological,land conversion,national aggregate,World,land_footprint,2000,6087113661.0,11033.593778486846,
ecological,land conversion,national aggregate,World,land_footprint,2001,6168321963.0,11157.924027657036,
ecological,land conversion,national aggregate,World,land_footprint,2002,6249366588.0,11289.939082169089,
ecological,land conversion,national aggregate,World,land_footprint,2003,6330239342.0,11559.495576669651,
ecological,land conversion,national aggregate,World,land_footprint,2004,6411455695.0,12000.204077563389,
ecological,land conversion,national aggregate,World,land_footprint,2005,6493271134.0,12388.84340932646,
ecological,land conversion,national aggregate,World,land_footprint,2006,6575894375.0,12881.718983200612,
ecological,land conversion,national aggregate,World,land_footprint,2007,6659804230.0,13384.936003439365,
ecological,land conversion,national aggregate,World,land_footprint,2008,6753659772.0,13554.87644970591,
ecological,land conversion,national aggregate,World,land_footprint,2009,6840172498.0,13303.153428987966,
ecological,land conversion,national aggregate,World,land_footprint,2010,6927291704.0,13796.6417931423,
ecological,land conversion,national aggregate,World,land_footprint,2011,7014617158.0,14181.534053313428,
ecological,land conversion,national aggregate,World,land_footprint,2012,7102957187.0,14457.278813069255,
ecological,land conversion,national aggregate,World,land_footprint,2013,7191631788.0,14719.598108524537,
ecological,land conversion,national aggregate,World,land_footprint,2014,7279857340.0,15050.324979535386,
ecological,land conversion,national aggregate,World,land_footprint,2015,7367243918.0,15354.313495222154,
ecological,land conversion,national aggregate,World,land_footprint,2016,7453927854.0,15641.917922024915,
ecological,land conversion,national aggregate,World,land_footprint,2017,7540109842.0,16060.191327793138,
ecological,land conversion,national aggregate,World,land_footprint,2018,7623892512.0,16431.285562868605,
ecological,land conversion,national aggregate,World,land_footprint,2019,7704868157.0,16713.676317093705,
ecological,land conversion,national aggregate,World,land_footprint,2020,7780698402.0,16015.845882759748,
ecological,land conversion,national aggregate,World,land_footprint,2021,7848869118.0,16837.8414884704,
ecological,land conversion,national aggregate,World,land_footprint,2022,7914502913.0,17254.434027524196,
ecological,land conversion,national aggregate,Bottom-40,land_footprint,2000,2390496925.0,2590.9974391428664,
ecological,land conversion,national aggregate,Bottom-40,land_footprint,2001,2441157194.0,2663.2031090486253,
ecological,land conversion,national aggregate,Bottom-40,land_footprint,2002,2492714585.0,2731.9750022323224,
ecological,land conversion,national aggregate,Bottom-40,land_footprint,2003,2544324485.0,2846.2560997209234,
ecological,land conversion,national aggregate,Bottom-40,land_footprint,2004,2595669620.0,2992.2508778064066,
ecological,land conversion,national aggregate,Bottom-40,land_footprint,2005,2646943702.0,3139.9579892205297,
ecological,land conversion,national aggregate,Bottom-40,land_footprint,2006,2698319942.0,3312.081416215672,
ecological,land conversion,national aggregate,Bottom-40,land_footprint,2007,2749859301.0,3481.6419270781485,
ecological,land conversion,national aggregate,Bottom-40,land_footprint,2008,2810086898.0,3550.327833144699,
ecological,land conversion,national aggregate,Bottom-40,land_footprint,2009,2862628786.0,3690.6612219346794,
ecological,land conversion,national aggregate,Bottom-40,land_footprint,2010,2916557172.0,3860.087593058656,
ecological,land conversion,national aggregate,Bottom-40,land_footprint,2011,2971219398.0,4025.339575358574,
ecological,land conversion,national aggregate,Bottom-40,land_footprint,2012,3025496765.0,4118.907239318242,
ecological,land conversion,national aggregate,Bottom-40,land_footprint,2013,3078734496.0,4261.941562979554,
ecological,land conversion,national aggregate,Bottom-40,land_footprint,2014,3131533963.0,4461.00717186334,
ecological,land conversion,national aggregate,Bottom-40,land_footprint,2015,3184625696.0,4655.56473539207,
ecological,land conversion,national aggregate,Bottom-40,land_footprint,2016,3239351100.0,4835.955023097456,
ecological,land conversion,national aggregate,Bottom-40,land_footprint,2017,3295224355.0,5037.397493099811,
ecological,land conversion,national aggregate,Bottom-40,land_footprint,2018,3351275676.0,5234.702054758413,
ecological,land conversion,national aggregate,Bottom-40,land_footprint,2019,3407742141.0,5364.77105881448,
ecological,land conversion,national aggregate,Bottom-40,land_footprint,2020,3464675412.0,5076.04284296782,
ecological,land conversion,national aggregate,Bottom-40,land_footprint,2021,3519786549.0,5287.298647675415,
ecological,land conversion,national aggregate,Bottom-40,land_footprint,2022,3573523686.0,5529.041654165806,
ecological,land conversion,national aggregate,Middle-40,land_footprint,2000,2771079507.0,7692.85018485735,
ecological,land conversion,national aggregate,Middle-40,land_footprint,2001,2795128241.0,7902.984182376066,
ecological,land conversion,national aggregate,Middle-40,land_footprint,2002,2817982774.0,8168.321690814426,
ecological,land conversion,national aggregate,Middle-40,land_footprint,2003,2840378133.0,8528.850379276693,
ecological,land conversion,national aggregate,Middle-40,land_footprint,2004,2863160639.0,9073.696198278563,
ecological,land conversion,national aggregate,Middle-40,land_footprint,2005,2886128730.0,9583.909852877112,
ecological,land conversion,national aggregate,Middle-40,land_footprint,2006,2908976565.0,10285.251123919892,
ecological,land conversion,national aggregate,Middle-40,land_footprint,2007,2931945847.0,11087.96033204242,
ecological,land conversion,national aggregate,Middle-40,land_footprint,2008,2955942444.0,11621.247297116652,
ecological,land conversion,national aggregate,Middle-40,land_footprint,2009,2981024091.0,11630.725189742872,
ecological,land conversion,national aggregate,Middle-40,land_footprint,2010,3006436061.0,12302.342501699068,
ecological,land conversion,national aggregate,Middle-40,land_footprint,2011,3031818549.0,12869.064810164246,
ecological,land conversion,national aggregate,Middle-40,land_footprint,2012,3058599742.0,13418.780155524284,
ecological,land conversion,national aggregate,Middle-40,land_footprint,2013,3087056858.0,13858.936902267154,
ecological,land conversion,national aggregate,Middle-40,land_footprint,2014,3115874201.0,14317.047425141602,
ecological,land conversion,national aggregate,Middle-40,land_footprint,2015,3143671521.0,14682.35031361053,
ecological,land conversion,national aggregate,Middle-40,land_footprint,2016,3169140069.0,15090.746063579065,
ecological,land conversion,national aggregate,Middle-40,land_footprint,2017,3193178974.0,15681.633581815418,
ecological,land conversion,national aggregate,Middle-40,land_footprint,2018,3214995105.0,16205.265939374283,
ecological,land conversion,national aggregate,Middle-40,land_footprint,2019,3233967613.0,16672.718839130957,
ecological,land conversion,national aggregate,Middle-40,land_footprint,2020,3249703015.0,16353.946617090254,
ecological,land conversion,national aggregate,Middle-40,land_footprint,2021,3261155656.0,17377.02988724466,
ecological,land conversion,national aggregate,Middle-40,land_footprint,2022,3270491108.0,17872.515797620435,
ecological,land conversion,national aggregate,Top-20,land_footprint,2000,925537229.0,42841.57056886864,
ecological,land conversion,national aggregate,Top-20,land_footprint,2001,932036528.0,43168.38978676752,
ecological,land conversion,national aggregate,Top-20,land_footprint,2002,938669229.0,43387.74839026642,
ecological,land conversion,national aggregate,Top-20,land_footprint,2003,945536724.0,44109.777454907606,
ecological,land conversion,national aggregate,Top-20,land_footprint,2004,952625436.0,45340.414645573714,
ecological,land conversion,national aggregate,Top-20,land_footprint,2005,960198702.0,46315.86108642239,
ecological,land conversion,national aggregate,Top-20,land_footprint,2006,968597868.0,47338.75129945506,
ecological,land conversion,national aggregate,Top-20,land_footprint,2007,977999082.0,48116.33221024317,
ecological,land conversion,national aggregate,Top-20,land_footprint,2008,987630430.0,47807.91933225158,
ecological,land conversion,national aggregate,Top-20,land_footprint,2009,996519621.0,45919.21545509608,
ecological,land conversion,national aggregate,Top-20,land_footprint,2010,1004298471.0,47126.41840786978,
ecological,land conversion,national aggregate,Top-20,land_footprint,2011,1011579211.0,47946.01860155472,
ecological,land conversion,national aggregate,Top-20,land_footprint,2012,1018860680.0,48274.52404996078,
ecological,land conversion,national aggregate,Top-20,land_footprint,2013,1025840434.0,48694.91910204364,
ecological,land conversion,national aggregate,Top-20,land_footprint,2014,1032449176.0,49381.90255022027,
ecological,land conversion,national aggregate,Top-20,land_footprint,2015,1038946701.0,50181.83804288999,
ecological,land conversion,national aggregate,Top-20,land_footprint,2016,1045436685.0,50795.6954314738,
ecological,land conversion,national aggregate,Top-20,land_footprint,2017,1051706513.0,51746.36506086974,
ecological,land conversion,national aggregate,Top-20,land_footprint,2018,1057621731.0,52596.85291749837,
ecological,land conversion,national aggregate,Top-20,land_footprint,2019,1063158403.0,53214.91427993404,
ecological,land conversion,national aggregate,Top-20,land_footprint,2020,1066319975.0,50530.94500051039,
ecological,land conversion,national aggregate,Top-20,land_footprint,2021,1067926913.0,53260.809722408114,
ecological,land conversion,national aggregate,Top-20,land_footprint,2022,1070488119.0,54508.03426175838,
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2000,,,100.0
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2001,,,100.0
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2002,,,100.0
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2003,,,100.0
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2004,,,100.0
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2005,,,100.0
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2006,,,100.0
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2007,,,100.0
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2008,,,100.0
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2009,,,100.0
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2010,,,100.0
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2011,,,100.0
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2012,,,100.0
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2013,,,100.0
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2014,,,100.0
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2015,,,100.0
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2016,,,100.0
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2017,,,100.0
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2018,,,100.0
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2019,,,100.0
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2020,,,100.0
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2021,,,100.0
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2022,,,100.0
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2000,,,14.6
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2001,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2002,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2003,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2004,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2005,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2006,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2007,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2008,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2009,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2010,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2011,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2012,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2013,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2014,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2015,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2016,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2017,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2018,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2019,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2020,,,16.8
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2021,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2022,,,
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2000,6022392584.0,10811.19188461706,
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2001,6102449162.0,10941.01552034705,
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2002,6182357789.0,11080.54967625144,
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2003,6262095302.0,11329.91810986508,
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2004,6342183333.0,11754.14061196926,
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2005,6422533547.0,12128.425776384209,
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2006,6503250735.0,12605.283209224684,
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2007,6585123176.0,13100.663689299492,
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2008,6676911713.0,13262.657049384105,
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2009,6761394784.0,13024.213735132083,
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2010,6846578658.0,13505.328973548678,
